date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:00:08	360/360	---M--	200	added ('OK')	image/png	etag:%22168-54bdfcc2b0ce2%22	https://laptopunderbudget.com/wp-content/uploads/2016/01/cropped-Laptop-Under-Budget-favicon-32x32.png	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/01/cropped-Laptop-Under-Budget-favicon-32x32.png	(from https://laptopunderbudget.com/)
23:00:08	1116/1116	---M--	200	added ('OK')	image/png	etag:%2245c-54bdfcbf13062%22	https://laptopunderbudget.com/wp-content/uploads/2016/01/cropped-Laptop-Under-Budget-favicon-192x192.png	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/01/cropped-Laptop-Under-Budget-favicon-192x192.png	(from https://laptopunderbudget.com/)
23:00:08	1319/1319	---M--	200	added ('OK')	image/png	etag:%22527-54bdfcc0db142%22	https://laptopunderbudget.com/wp-content/uploads/2016/01/cropped-Laptop-Under-Budget-favicon-180x180.png	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/01/cropped-Laptop-Under-Budget-favicon-180x180.png	(from https://laptopunderbudget.com/)
23:00:08	4607/4607	---M--	200	added ('OK')	image/png	etag:%2211ff-54bdf90f9ab42%22	https://laptopunderbudget.com/wp-content/uploads/2016/06/laptop-under-budget.png	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/06/laptop-under-budget.png	(from https://laptopunderbudget.com/)
23:00:09	42/42	---M--	200	added ('OK')	image/gif	etag:%222a-54bece940cec2%22	https://laptopunderbudget.com/wp-content/plugins/lazy-load/images/1x1.trans.gif	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/plugins/lazy-load/images/1x1.trans.gif	(from https://laptopunderbudget.com/)
23:00:10	120423/120423	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:52%20GMT	https://laptopunderbudget.com/budget-laptops/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/budget-laptops/index.html	(from https://laptopunderbudget.com/)
23:00:10	123543/123543	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:53%20GMT	https://laptopunderbudget.com/all-purpose-laptops/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/all-purpose-laptops/index.html	(from https://laptopunderbudget.com/)
23:00:11	20350/20350	---M--	200	added ('OK')	image/jpeg	etag:%224f7e-52c5fa0036a78%22	https://laptopunderbudget.com/wp-content/uploads/2016/02/Best-Laptops-Under-300-Featured-Image.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/02/Best-Laptops-Under-300-Featured-Image.jpg	(from https://laptopunderbudget.com/)
23:00:11	120772/120772	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:53%20GMT	https://laptopunderbudget.com/best-of-best/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-of-best/index.html	(from https://laptopunderbudget.com/)
23:00:11	122171/122171	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:54%20GMT	https://laptopunderbudget.com/gaming-laptops/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/gaming-laptops/index.html	(from https://laptopunderbudget.com/)
23:00:12	180886/180886	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:54%20GMT	https://laptopunderbudget.com/best-laptops-for-college-students/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-for-college-students/index.html	(from https://laptopunderbudget.com/)
23:00:12	35418/35418	---M--	200	added ('OK')	image/jpeg	etag:%228a5a-52b58e0378e38%22	https://laptopunderbudget.com/wp-content/uploads/2016/02/best-cheap-laptops-under-200-dollars-featured-image.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/02/best-cheap-laptops-under-200-dollars-featured-image.jpg	(from https://laptopunderbudget.com/)
23:00:12	154318/154318	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:54%20GMT	https://laptopunderbudget.com/best-laptops-for-writers/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-for-writers/index.html	(from https://laptopunderbudget.com/)
23:00:13	161361/161361	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:56%20GMT	https://laptopunderbudget.com/best-linux-laptops/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-linux-laptops/index.html	(from https://laptopunderbudget.com/)
23:00:13	21889/21889	---M--	200	added ('OK')	image/jpeg	etag:%225581-52a7db37f8638%22	https://laptopunderbudget.com/wp-content/uploads/2016/01/best-laptops-under-100-dollars-featured-image.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/01/best-laptops-under-100-dollars-featured-image.jpg	(from https://laptopunderbudget.com/)
23:00:14	251186/251186	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:55%20GMT	https://laptopunderbudget.com/best-laptops-for-programming/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-for-programming/index.html	(from https://laptopunderbudget.com/)
23:00:14	167158/167158	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:56%20GMT	https://laptopunderbudget.com/best-laptops-for-cad/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-for-cad/index.html	(from https://laptopunderbudget.com/)
23:00:14	275974/275974	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:57%20GMT	https://laptopunderbudget.com/best-laptops-for-photo-editing/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-for-photo-editing/index.html	(from https://laptopunderbudget.com/)
23:00:15	35432/35432	---M--	200	added ('OK')	image/jpeg	etag:%228a68-52db5bb514bb8%22	https://laptopunderbudget.com/wp-content/uploads/2016/03/Best-Laptops-Under-400-Featured-Image.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/03/Best-Laptops-Under-400-Featured-Image.jpg	(from https://laptopunderbudget.com/)
23:00:15	171041/171041	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:57%20GMT	https://laptopunderbudget.com/best-laptops-for-music-production/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-for-music-production/index.html	(from https://laptopunderbudget.com/)
23:00:16	161663/161663	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:58%20GMT	https://laptopunderbudget.com/best-desktop-replacement-laptops/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-desktop-replacement-laptops/index.html	(from https://laptopunderbudget.com/)
23:00:16	271801/271801	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:57%20GMT	https://laptopunderbudget.com/best-laptops-for-video-editing/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-for-video-editing/index.html	(from https://laptopunderbudget.com/)
23:00:16	12435/12435	---M--	200	added ('OK')	image/jpeg	etag:%223093-54bdfac126022%22	https://laptopunderbudget.com/wp-content/uploads/2016/03/best-laptops-under-700-dollars-600x435.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/03/best-laptops-under-700-dollars-600x435.jpg	(from https://laptopunderbudget.com/)
23:00:17	120738/120738	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:57:59%20GMT	https://laptopunderbudget.com/tag/intel-processor-laptops/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/tag/intel-processor-laptops/index.html	(from https://laptopunderbudget.com/)
23:00:18	42107/42107	---M--	200	added ('OK')	image/jpeg	etag:%22a47b-52d1269ba5a18%22	https://laptopunderbudget.com/wp-content/uploads/2016/03/best-laptops-under-600-dollars-featured-image-600x400.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/03/best-laptops-under-600-dollars-featured-image-600x400.jpg	(from https://laptopunderbudget.com/)
23:00:18	116110/116110	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:00%20GMT	https://laptopunderbudget.com/reviews/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/reviews/index.html	(from https://laptopunderbudget.com/)
23:00:18	127909/127909	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:00%20GMT	https://laptopunderbudget.com/author/mike/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/author/mike/index.html	(from https://laptopunderbudget.com/)
23:00:18	158305/158305	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:00%20GMT	https://laptopunderbudget.com/best-laptops-under-300-dollars/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-under-300-dollars/index.html	(from https://laptopunderbudget.com/)
23:00:19	182044/182044	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:02%20GMT	https://laptopunderbudget.com/best-cheap-laptops-under-200-dollars/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-cheap-laptops-under-200-dollars/index.html	(from https://laptopunderbudget.com/)
23:00:19	28462/28462	---M--	200	added ('OK')	image/jpeg	etag:%226f2e-531cb6a6b0c54%22	https://laptopunderbudget.com/wp-content/uploads/2016/05/best-laptops-under-500-featured-image.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/05/best-laptops-under-500-featured-image.jpg	(from https://laptopunderbudget.com/)
23:00:20	12122/12122	---M--	200	added ('OK')	image/jpeg	etag:%222f5a-54bdfa47b42a2%22	https://laptopunderbudget.com/wp-content/uploads/2016/04/best-laptops-under-1000-featured-image.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/04/best-laptops-under-1000-featured-image.jpg	(from https://laptopunderbudget.com/)
23:00:20	128568/128568	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:03%20GMT	https://laptopunderbudget.com/best-cheap-laptops-under-100-dollars/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-cheap-laptops-under-100-dollars/index.html	(from https://laptopunderbudget.com/)
23:00:21	147456/147456	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:03%20GMT	https://laptopunderbudget.com/best-laptops-under-400-dollars/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-under-400-dollars/index.html	(from https://laptopunderbudget.com/)
23:00:21	7247/7247	---M--	200	added ('OK')	image/jpeg	etag:%221c4f-54bdf8c9c3cc2%22	https://laptopunderbudget.com/wp-content/uploads/2016/07/Best-Gaming-Laptops-Under-1500-Featured-Image.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/07/Best-Gaming-Laptops-Under-1500-Featured-Image.jpg	(from https://laptopunderbudget.com/)
23:00:21	182357/182357	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:03%20GMT	https://laptopunderbudget.com/best-laptops-under-700-dollars/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-under-700-dollars/index.html	(from https://laptopunderbudget.com/)
23:00:22	153670/153670	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:03%20GMT	https://laptopunderbudget.com/best-laptops-under-600-dollars/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-under-600-dollars/index.html	(from https://laptopunderbudget.com/)
23:00:22	154876/154876	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:05%20GMT	https://laptopunderbudget.com/best-laptops-under-500-dollars/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-under-500-dollars/index.html	(from https://laptopunderbudget.com/)
23:00:23	188344/188344	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:05%20GMT	https://laptopunderbudget.com/best-laptops-under-1000-dollars/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-under-1000-dollars/index.html	(from https://laptopunderbudget.com/)
23:00:23	123138/123138	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:06%20GMT	https://laptopunderbudget.com/author/sukesh-kumar/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/author/sukesh-kumar/index.html	(from https://laptopunderbudget.com/)
23:00:24	29954/29954	---M--	200	added ('OK')	image/jpeg	etag:%227502-52e4004d8fb98%22	https://laptopunderbudget.com/wp-content/uploads/2016/03/best-gaming-laptops-under-800-dollars-featured-image-600x383.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/03/best-gaming-laptops-under-800-dollars-featured-image-600x383.jpg	(from https://laptopunderbudget.com/)
23:00:24	14926/14926	---M--	200	added ('OK')	image/jpeg	etag:%223a4e-54bdf88176082%22	https://laptopunderbudget.com/wp-content/uploads/2016/07/Best-Gaming-Laptops-Under-500-Featured-Image.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/07/Best-Gaming-Laptops-Under-500-Featured-Image.jpg	(from https://laptopunderbudget.com/)
23:00:25	159940/159940	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:07%20GMT	https://laptopunderbudget.com/best-gaming-laptops-under-1500-dollars/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-gaming-laptops-under-1500-dollars/index.html	(from https://laptopunderbudget.com/)
23:00:25	10100/10100	---M--	200	added ('OK')	image/jpeg	etag:%222774-54bdf9ee1aaa2%22	https://laptopunderbudget.com/wp-content/uploads/2016/05/best-gaming-laptops-under-1000-dollars-featured-image.jpeg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/05/best-gaming-laptops-under-1000-dollars-featured-image.jpg	(from https://laptopunderbudget.com/)
23:00:25	202681/202681	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:08%20GMT	https://laptopunderbudget.com/best-gaming-laptops-under-800-dollars/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-gaming-laptops-under-800-dollars/index.html	(from https://laptopunderbudget.com/)
23:00:25	158798/158798	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:08%20GMT	https://laptopunderbudget.com/best-gaming-laptops-under-500-dollars/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-gaming-laptops-under-500-dollars/index.html	(from https://laptopunderbudget.com/)
23:00:26	58936/58936	---M--	200	added ('OK')	image/jpeg	etag:%22e638-5300eea6eddd8%22	https://laptopunderbudget.com/wp-content/uploads/2016/04/best-intel-core-i3-processor-laptops-featured-image-600x400.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/04/best-intel-core-i3-processor-laptops-featured-image-600x400.jpg	(from https://laptopunderbudget.com/)
23:00:27	155214/155214	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:09%20GMT	https://laptopunderbudget.com/best-gaming-laptops-1000-dollars/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-gaming-laptops-1000-dollars/index.html	(from https://laptopunderbudget.com/)
23:00:27	44289/44289	---M--	200	added ('OK')	image/jpeg	etag:%22ad01-5776c043a70da%22	https://laptopunderbudget.com/wp-content/uploads/2018/10/Microsoft-Surface-Laptop-2-Featured-Image.jpeg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/10/Microsoft-Surface-Laptop-2-Featured-Image.jpg	(from https://laptopunderbudget.com/)
23:00:27	140052/140052	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:10%20GMT	https://laptopunderbudget.com/best-i3-laptops/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-i3-laptops/index.html	(from https://laptopunderbudget.com/)
23:00:27	46897/46897	---M--	200	added ('OK')	image/jpeg	etag:%22b731-578a568f3c91a%22	https://laptopunderbudget.com/wp-content/uploads/2018/10/Apple-MacBook-Deals.jpeg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/10/Apple-MacBook-Deals.jpg	(from https://laptopunderbudget.com/)
23:00:28	95400/95400	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:11%20GMT	https://laptopunderbudget.com/author/maxim-grigorovich/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/author/maxim-grigorovich/index.html	(from https://laptopunderbudget.com/)
23:00:28	113896/113896	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:10%20GMT	https://laptopunderbudget.com/best-microsoft-surface-deals/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-microsoft-surface-deals/index.html	(from https://laptopunderbudget.com/)
23:00:29	67249/67249	---M--	200	added ('OK')	image/jpeg	etag:%22106b1-5614165c89906%22	https://laptopunderbudget.com/wp-content/uploads/2017/12/best-laptops-for-drawing.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2017/12/best-laptops-for-drawing.jpg	(from https://laptopunderbudget.com/)
23:00:29	104297/104297	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:11%20GMT	https://laptopunderbudget.com/deals/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/deals/index.html	(from https://laptopunderbudget.com/)
23:00:29	100000/100000	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2005:58:12%20GMT	https://laptopunderbudget.com/best-macbook-deals/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-macbook-deals/index.html	(from https://laptopunderbudget.com/)
23:00:30	61099/61099	---M--	200	added ('OK')	image/jpeg	etag:%22eeab-576b79c83182f%22	https://laptopunderbudget.com/wp-content/uploads/2018/09/Best-13-Inch-Laptops-featured-image.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/09/Best-13-Inch-Laptops-featured-image.jpg	(from https://laptopunderbudget.com/)
